identity_id,display_name,image_id,title,source_url,download_url,description_url,mime,width,height,license_short_name,license_url,artist,credit,attribution_required,usage_terms,image_description,processed_image_path
rishi_sunak,Rishi Sunak,rishi_sunak_03,File:Official portrait of Rishi Sunak crop 2.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Official_portrait_of_Rishi_Sunak_crop_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Official_portrait_of_Rishi_Sunak_crop_2.jpg/1280px-Official_portrait_of_Rishi_Sunak_crop_2.jpg,https://commons.wikimedia.org/wiki/File:Official_portrait_of_Rishi_Sunak_crop_2.jpg,image/jpeg,1554,2072,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Chris McAndrew,"https://api20170418155059.azure-api.net/photo/IoyxMWET.jpeg?crop=MCU_3:4&quality=80&download=true

Gallery: https://beta.parliament.uk/media/IoyxMWET",true,Creative Commons Attribution 3.0,Official portrait of Rishi Sunak,identity_layers/datasets/wikimedia_identity_probe/images/rishi_sunak/rishi_sunak_03.jpg
greta_thunberg,Greta Thunberg,greta_thunberg_01,File:Greta Thunberg in Stockholm.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Greta_Thunberg_in_Stockholm.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Greta_Thunberg_in_Stockholm.jpg/1280px-Greta_Thunberg_in_Stockholm.jpg,https://commons.wikimedia.org/wiki/File:Greta_Thunberg_in_Stockholm.jpg,image/jpeg,1368,2048,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Kushal Das,Own work,true,Creative Commons Attribution-Share Alike 4.0,"Greta Thunberg standing portrait in 2023 in Stockholm, Sweden.",identity_layers/datasets/wikimedia_identity_probe/images/greta_thunberg/greta_thunberg_01.jpg
greta_thunberg,Greta Thunberg,greta_thunberg_02,File:Greta Thunberg in Stockholm (cropped4).jpg,https://upload.wikimedia.org/wikipedia/commons/2/2f/Greta_Thunberg_in_Stockholm_%28cropped4%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Greta_Thunberg_in_Stockholm_%28cropped4%29.jpg/1280px-Greta_Thunberg_in_Stockholm_%28cropped4%29.jpg,https://commons.wikimedia.org/wiki/File:Greta_Thunberg_in_Stockholm_(cropped4).jpg,image/jpeg,1368,1701,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Kushal Das,Own work,true,Creative Commons Attribution-Share Alike 4.0,Greta Thunberg standing portrait.,identity_layers/datasets/wikimedia_identity_probe/images/greta_thunberg/greta_thunberg_02.jpg
greta_thunberg,Greta Thunberg,greta_thunberg_03,File:Greta Thunberg in Stockholm (cropped 2).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Greta_Thunberg_in_Stockholm_%28cropped_2%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Greta_Thunberg_in_Stockholm_%28cropped_2%29.jpg,https://commons.wikimedia.org/wiki/File:Greta_Thunberg_in_Stockholm_(cropped_2).jpg,image/jpeg,1080,1701,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Kushal Das,Own work,true,Creative Commons Attribution-Share Alike 4.0,Greta Thunberg standing portrait.,identity_layers/datasets/wikimedia_identity_probe/images/greta_thunberg/greta_thunberg_03.jpg
malala_yousafzai,Malala Yousafzai,malala_yousafzai_01,File:Malala Yousafzai par Claude Truong-Ngoc novembre 2013.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Malala_Yousafzai_par_Claude_Truong-Ngoc_novembre_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Malala_Yousafzai_par_Claude_Truong-Ngoc_novembre_2013.jpg/1280px-Malala_Yousafzai_par_Claude_Truong-Ngoc_novembre_2013.jpg,https://commons.wikimedia.org/wiki/File:Malala_Yousafzai_par_Claude_Truong-Ngoc_novembre_2013.jpg,image/jpeg,2000,3000,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Photo Claude TRUONG-NGOC,Own work,true,Creative Commons Attribution-Share Alike 3.0,Malala Yousafzai par Claude Truong-Ngoc 20 novembre 2013,identity_layers/datasets/wikimedia_identity_probe/images/malala_yousafzai/malala_yousafzai_01.jpg
malala_yousafzai,Malala Yousafzai,malala_yousafzai_02,File:Malala Yousafzai 2023 portrait 2x3.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Malala_Yousafzai_2023_portrait_2x3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Malala_Yousafzai_2023_portrait_2x3.jpg/1280px-Malala_Yousafzai_2023_portrait_2x3.jpg,https://commons.wikimedia.org/wiki/File:Malala_Yousafzai_2023_portrait_2x3.jpg,image/jpeg,3073,4607,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,flowcomm,flickrPhotoUrl=https://www.flickr.com/photos/flowcomm/53378313828/,true,Creative Commons Attribution 2.0,Malala Yousafzai at the 2023 Nelson Mandela Annual Lecture,identity_layers/datasets/wikimedia_identity_probe/images/malala_yousafzai/malala_yousafzai_02.jpg
malala_yousafzai,Malala Yousafzai,malala_yousafzai_03,File:Malala Yousafzai at the 2024 Toronto International Film Festival 6.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Malala_Yousafzai_at_the_2024_Toronto_International_Film_Festival_6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Malala_Yousafzai_at_the_2024_Toronto_International_Film_Festival_6.jpg/1280px-Malala_Yousafzai_at_the_2024_Toronto_International_Film_Festival_6.jpg,https://commons.wikimedia.org/wiki/File:Malala_Yousafzai_at_the_2024_Toronto_International_Film_Festival_6.jpg,image/jpeg,1707,2560,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Adam Chitayat,Own work,true,Creative Commons Attribution-Share Alike 4.0,"Malala Yousafzai, producer, at the 2024 Toronto International Film Festival (TIFF) for the movie The Last of The Sea Women.",identity_layers/datasets/wikimedia_identity_probe/images/malala_yousafzai/malala_yousafzai_03.jpg
elon_musk,Elon Musk,elon_musk_01,File:Elon Musk 2015.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/Elon_Musk_2015.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/Elon_Musk_2015.jpg,https://commons.wikimedia.org/wiki/File:Elon_Musk_2015.jpg,image/jpeg,1011,1484,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Steve Jurvetson,https://www.flickr.com/photos/jurvetson/18659265152/,true,Creative Commons Attribution 2.0,Musk at the 2015 Tesla Motors Annual Meeting,identity_layers/datasets/wikimedia_identity_probe/images/elon_musk/elon_musk_01.jpg
elon_musk,Elon Musk,elon_musk_02,File:Elon Musk (cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Elon_Musk_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Elon_Musk_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Elon_Musk_(cropped).jpg,image/jpeg,1070,1417,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Debbie Rowe,Own work,true,Creative Commons Attribution-Share Alike 4.0,"Elon Musk is a technology entrepreneur, investor, and engineer.",identity_layers/datasets/wikimedia_identity_probe/images/elon_musk/elon_musk_02.jpg
elon_musk,Elon Musk,elon_musk_03,File:Elon Musk Colorado 2022 (cropped2).jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/Elon_Musk_Colorado_2022_%28cropped2%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/Elon_Musk_Colorado_2022_%28cropped2%29.jpg,https://commons.wikimedia.org/wiki/File:Elon_Musk_Colorado_2022_(cropped2).jpg,image/jpeg,907,1197,Public domain,,U.S. Air Force / Trevor Cokley,https://www.dvidshub.net/image/7132411/usafa-hosts-elon-musk,false,Public domain,"U.S. AIR FORCE ACADEMY, Colo. -- Tesla Inc. Chief Executive Officer Elon Musk speaks with Lt. Gen. Richard Clark, Superintendent of the U.S. Air Force Academy, during the Ira C. Eaker Distinguished Speaker Presentation in the Academy's Arnold Hall on April 7, 2022 in Colorado Springs, Colo.",identity_layers/datasets/wikimedia_identity_probe/images/elon_musk/elon_musk_03.jpg
